Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
2640,80.61,0.04123325899999486,1196400587723229184,80,1
3075,81.36,0.21295865599999786,8593457407386845184,100,10
3075,81.36,0.04557489799999814,17355782275631284224,106,1
3075,81.29,0.0438630379999978,1224750419073433600,81,1
3075,81.29,0.042524513000003594,16956114198047621120,98,1
3075,81.29,0.04174820400000101,3946252806307840000,89,1
3075,81.29,0.041665895999997815,1468789195577098240,97,1
3075,81.26,0.045318213000001606,15632082258586238976,66,1
3075,81.26,0.04257748199999867,15006152260434788352,81,1
3075,81.26,0.04219662500000254,13087812351989514240,76,1
3075,81.46,0.0405359079999954,15948117135688073216,104,1
3075,81.46,0.043335745000007364,3764472731429634048,93,1
3075,81.23,0.04320134799999664,16620191402912645120,88,1
3075,81.23,0.04511091000000533,6240722482489982976,93,1
3075,81.21,0.046518360999996844,9594910216786542592,101,1
3075,81.21,0.04273479399999758,6006077871120580608,80,1
3075,81.19,0.04326417699999752,8382377595720040448,100,1
3075,81.19,0.043248753000000306,6214782783123357696,92,1
3075,81.19,0.04554156999999748,16967619467427184640,90,1
3075,82.22,0.043600350000005506,8649928337968332800,75,1
3075,82.22,0.04403588799999625,5456348434323472384,99,1
3075,82.18,0.04086270400000558,15209817031279378432,102,1
3075,82.18,0.04699657499999432,15318985345974009856,89,1
3075,82.35,0.04418392300000562,10846523881629155328,82,1
3075,82.35,0.043346520000000055,5131455965875535872,107,1
3075,81.44,0.04391099000000054,10622830425625329664,86,1
3075,81.44,0.04521469499999853,14471525738832330752,107,1
3075,81.44,0.04507393100000456,14555660374787227648,86,1
3075,82.61,0.0463404159999925,1420331559593967616,87,1
3075,82.61,0.04205877600000463,14556548767979143168,89,1
3075,81.51,0.04189411099999063,11276802372107632640,85,1
3075,81.51,0.04178990100000135,18268192143566307328,92,1
3075,81.54,0.0463433840000107,9768685823372165120,89,1
3075,81.54,0.04415201199999785,16167949037343342592,81,1
3075,81.54,0.04241817399999093,16706533819829977088,92,1
3075,81.98,0.0422874240000084,1904169405797105664,81,1
3075,81.98,0.04347933799999737,1159668114366136320,74,1
3075,81.61,0.045242865999995274,16019215934390009856,95,1
3075,81.61,0.04164603400000999,5813751330350432256,104,1
3075,81.64,0.04151418699998999,1061697246638899200,76,1
3075,81.64,0.04165897500000426,9958250453014282240,93,1
3075,81.64,0.04158163399999637,18122264984961548288,95,1
2640,82.80,0.042180479999998965,7217231189725151232,82,1
3075,81.57,0.21024205800000573,7216037888,26,10
3075,81.57,0.04201665300000457,11765267043557703680,93,1
3075,82.36,0.04499566499998764,8530530178090401792,109,1
3075,82.36,0.04459970100000987,17976311417712148480,78,1
3075,82.39,0.048089429000000905,7106856153410699264,111,1
3075,82.39,0.04571364000000244,6880418313640607744,93,1
3075,81.31,0.04168232199999977,16670557816437342208,105,1
3075,81.31,0.04490051799999151,2583087067467612160,83,1
3075,81.31,0.042553999000006115,120972656028024832,81,1
3075,81.30,0.04213219099999321,16601587617457504256,82,1
3075,81.30,0.04231819599999653,18193873996909117440,100,1
3075,82.43,0.04476920200001189,8452007472568598528,79,1
3075,82.43,0.0425223469999878,8813949117151969280,106,1
3075,81.82,0.0453987520000112,9523899351853039616,90,1
